"","content","评论时段"
"6781","看到评论批评夏呈青和廖伟珊的声音毁歌我不觉得啊反而认为更加凸显出中国人音色的不同天下音乐为一家相互交融才更能成为大家收藏的珍品不是吗？","早期"
"6782","看见很多人说女声不好听，但是我觉得女声出来很惊艳很好听啊","早期"
"6783","这个年轻人很有理想很有才，就是想转发一下[呲牙]","早期"
"6784","我们主任一给我们开会就说当年曾轶可去参加超女的假条是她开的现在觉得她好牛逼啊","早期"
"6785","就如花花说的，轶可的歌只有她自己才能唱出这种味道。","早期"
"6786","曾哥要是从豆瓣红的就不会这么招黑了","早期"
"6787","看着网易的评论真的有种“争议终将过去唯有感动落地生根”的感觉。","早期"
"6788","感觉挺好的，很多人说她没有唱功，但她的歌只有她自己唱最好听。就好像很多人说薛之谦的歌只有薛之谦唱才有感觉。这就足够了","2017-2019"
"6789","“老婆，这首歌是啥啊？啦啦…啦啦…啦啦啦…啦啦啦啦啦…”“哦，这个是樱花草。”如今，每听到这首歌就会想起她…祝你幸福π_π","早期"
"6790","我一爷们听这歌都有少女心?","早期"
"6791","高中毕业的时候，我们班聚去KTV唱歌。她起先一直静静地坐在那儿听别人唱，也不点歌。她的朋友们就起哄让她也唱一个，于是她唱了这首歌，樱花草。那是我第一次听她唱歌，声音软软的，就像春天的柔风。灯光在她的侧脸上散射出彩色的光。我就这么静静地看着她直到结束。这是我一生都珍藏的最美的画面。","早期"
"6792","妖兽啦，女人们，快看你们男人跑网易云音乐回忆初恋啦[大哭]","早期"
"6793","我想起了连续剧：星苹果乐园","早期"
"6794","是谁发明了我喜欢你这种人间疾苦。","2017-2019"
"6795","妙语连珠是猎物支支吾吾是喜欢","2017-2019"
"6796","第一张个人EP的第一首歌终于上线了，从去年年底写这首歌到现在也整整半年多了。要特别感谢林俊杰恩师@许环良老师的操刀制作，以及公司@煮草文化辛苦付出的团队同事们~感谢聆听，10月巡演见。","2017-2019"
"6797","我只爱你三天今天明天每天","2017-2019"
"6798","“有一句话，宾语是你。吉下两点一口，又有欠字相依。”","2017-2019"
"6799","很多民谣歌手都不被人们认可，可是当选秀歌手在台翻唱她们的歌时，又得到很多人的共鸣，这真是讽刺啊","早期"
"6800","现在终于听懂了这首《走马》，大概的理解就是：你在对岸走马观花，我在这里永久牵挂。","2017-2019"
"6801","11｜浪漫无处消磨＼无聊伴着生活＼空荡荡的自我＼莫名地焦灼＼世界孤立我任它奚落＼我只保持我的沉默＼明白什么才是好的坏的＼都散了＼散了太多无关的＼散了后我醒了醒了醒了＼醒了｜词曲：陈粒编混：陈粒/@燕池Lionheart。","早期"
"6802","陈粒已经把华语最棒的声音王菲张悬莫文蔚陈绮贞结合到自己的声线了太TMD完美了[强]","早期"
"6803","我就在对岸走的好慢，我就在对岸等你勇敢，你特码倒是抬个头[大哭][大哭][大哭]","早期"
"6804","我睡醒了，说点话就吃饭去，谢谢毛三叔帮我编曲，昨晚自己在家录的，我以为我的话筒已经不行了，效果还可以，至少比以前的音质好了很多，谢谢当年众筹支持我的朋友，出了专辑务必会第一时间送到你们手上。如果以后签了公司，发歌会没有现在这么自由，但是制作会有质的飞跃。","2017-2019"
"6805","你不是天你不是地你是庸才焦迈奇","2017-2019"
"6806","偷走诗里的句号把句号典当成戒指，欲说还休的浪漫。把所有的东西藏进歌里追着跑。","2017-2019"
"6807","焦迈奇你可知道荞麦皮对你何止一句中意。","2017-2019"
"6808","“我把我整个灵魂都给你，连同它的怪癖，耍小脾气，忽明忽暗，一千八百种坏毛病。它真讨厌，只有一点好，爱你。”——王小波","2017-2019"
"6809","c-block，，，这首歌让我回想到了高中，一转眼，现在都大学了","早期"
"6810","这特么才是中文说唱。真心很赞","早期"
"6811","妈的好有画面，我想起了高中毕业拍照的那一天，春天乍暖还寒，阳光明媚的正好，每个人都笑着，好像未来就在手上","早期"
"6812","真的希望网易云多一个功能，如果某两个人歌单相似度90%以上，应该推荐让这两个人认识。不管是男是女，我想可能都会成为朋友。因为音乐无隔阂。当我们什么都不能聊时，我们至少可以谈谈音乐，聊聊所谓的诗和远方。","2017-2019"
"6813","长沙Cblock我们这代长沙人的城市记忆","早期"
"6814","希望听这首歌的你们吃肉不长肉吃辣不长痘竖长横不长皮肤变白眼睛变大身体健康不痛经不平胸每天都开开心心都考上自己喜欢的学校跟自己喜欢的人结婚撩到自己喜欢的人走遍喜欢的地方","2017-2019"
"6815","无论我成了什么狗样我都相信我前途无量","2017-2019"
"6816","我要是再漂亮一点。偷看你的时候。眼神就不必躲闪了","2017-2019"
"6817","张德帅你这名字起得跟玩一样","2017-2019"
"6818","你们丧吧老子还得考高中","2020及以后"
"6819","从高一喜欢一个女生到现在了，没有在一起，她喜欢这个歌","早期"
"6820","“什么时候最孤独？”“一个人放烟火，万人欣赏”“？”“盛世烟火由你而放，他们都在看烟花，无人想起你”","2017-2019"
"6821","看旋风少女的小学生都变成高中生了吧","2020及以后"
"6822","面对喜欢的人，竟无言以对！","早期"
"6823","与其说这首歌是陈翔唱的，不如说它是方廷皓的作品","2020及以后"
"6824","如果可以想回到过去周杰伦潘玮柏SHE孙燕姿还大火父母还没见老每天因为考试而着急还有单纯喜欢一个人","早期"
"6825","这歌作曲是潘玮柏本人，作词是方文山，不是杰伦，我有这张专辑","早期"
"6826","小学的时候，同学说你喜欢潘玮柏还是周杰伦，我说我喜欢潘玮柏，她说她喜欢周杰伦，两个人随后哈哈大笑了起来。就这样，喜欢一个歌手就这么简单，没有什么可比性，谈论着喜欢的歌手，为彼此互相赞赏，这是最美好的","早期"
"6827","现在想来我们这波第一批老去的90后还是挺幸运的在我们最好的年龄遇到了最好的华语乐坛（周杰伦巅峰林俊杰SHE潘玮柏蔡依林…）遇到了巅峰的星爷遇到了最好的西科东艾北卡南麦动画城陪我们成长周杰伦陪我们成熟我们看着星爷老去见证科比退役或许我们不是最好的一代但一定是最精彩的一代。","早期"
"6828","荷兰一项研究发现，当人们被要求说出最喜欢的3首歌时，他们多数会选择在16~21岁期间听到的歌曲。很多人都说年轻时的友情和爱情是最珍贵难忘的，因而与感情有关的记忆正好与那时的歌曲产生了共鸣。","早期"
"6829","经历坎坷经历曲折背着如山压力独自一人来到这个舞台这个少年靠着自己的光芒吸引了无数人的追随千难万险千辛万苦你的努力终于等到了今天的回报接下来的路想要陪你一起走到底恭喜蔡徐坤C位出道众望所归愿你未来不再有黑暗时刻全是光华璀璨受尽世界宠爱愿你以后永远有花路不许你再流泪了","2017-2019"
"6830","恭喜范丞丞小朋友出道啦，今天开始就是光芒四射的大明星啦！人见人爱mackdaddy范丞丞冲啊[钟情]","2017-2019"
"6831","Top2恭喜来自传奇星娱乐的陈立农，恭喜農農顺利出道，我永远爱你?支持你","2017-2019"
"6832","農農加油恭喜桃浦兔出道昂浓糖一直都在支持你，我農的rap台湾腔小奶音可爱死了请大家支持一下叫陈立农的男孩子全世界最好的農農","2017-2019"
"6833","朱正廷，你的vocal真的很棒，你知道吗[亲亲]今天的你已经是艺人朱正廷啦！未来我们一起走吧[爱心]朱正廷and珍珠糖[星星]","2017-2019"
"6834","听闻小姐治家有方，余生愿闻其详。","2017-2019"
"6835","我的首张个人同名专辑《徐梦圆》的首支主打歌曲古风电音—《藏》上线啦，很开心邀请到@双笙子一起有演唱。接下来还有9首都是我这一年来无数次创造和修改的中文电音作品，希望这张专辑能得到大家的喜爱和支持！笔芯！（最后8句“藏”心中有你何日忘你）","2017-2019"
"6836","朕在故宫打碟忙你在旁边脸发烫","2017-2019"
"6837","哇哈哈哈，好喜欢这首，等了超久啊啊！！希望圆哥越做越好，在新的一年里，期待圆哥的更多好听的歌曲！加油！！中国古风作者徐梦圆！","2017-2019"
"6838","期待很久了?由圆哥，双笙，温莨三人合作的《徐梦圆》同名专辑古风电音《藏》作为先行曲发布了?作为一位入坑较早的汤圆，很荣幸在圆哥的前期接触到了电子音乐?通过看直播学会了很多专业的编曲技术，希望圆哥以后能多点直播啊?玩游戏也很好的?不得不说，歌曲里面双笙和圆哥的人声真的很好听?","2017-2019"
"6839","去年高三帮好朋友给实验班的男孩子写一封信只有“山有木兮木有枝”七个字想让他领会后半句心悦君兮君不知的含义第二天男孩子主动来班里送信还是昨天那封他在后面补充到“心悦君兮君已知奈何十二寒窗苦待到金榜题名时”后来这段故事无疾而终愿你们遇到的每段感情都能有处安放","2017-2019"
"6840","村上春树说如果我爱你而你也正巧爱我.你头发乱了的时候我会笑笑地替你拨一拨然后手还留恋地在你发上多待几秒.但是如果我爱你而你不巧地不爱我.你头发乱了我只会轻轻地告诉你你头发乱了喔.","2017-2019"
"6841","终于加入到网易云这个大家庭.所有的评论我都有看过.这首歌能打动你们的心.让大家喜欢我的声音.真的是做音乐最大的鼓励?最完美的是.我有音乐.你有故事.恰好彼此都喜欢聆听....你们说呢？","2017-2019"
"6842","嘿，今天，我取消了，唯一的特别关注。?","2017-2019"
"6843","“寻了半生的春天你一笑便是了。”","2017-2019"
"6844","猫是一种很神奇的动物不管你还贫穷还是富有健康还是疾病他们都瞧不起你","2017-2019"
"6845","五大三粗汉子的粉红色少女心突然爆裂了！！","2017-2019"
"6846","我可以自黑一下吗？昨天有个朋友问我：你写的这个副歌第一句唱的是：我们一起学麻将吗？??????","2017-2019"
"6847","大半夜的一个大老爷们儿学喵叫粗线条的喉咙把自己吓一跳[撇嘴]","2017-2019"
"6848","听的我一个186的大男人想转圈圈","2017-2019"
"6849","7是最喜欢的数字","2017-2019"
"6850","177cm的是我，117斤的是我，七哥是我，名字叫77也是我，幸运数字还是7，我就想知道还有谁能一个人集齐的7比我还多[大笑][大笑]","2017-2019"
"6851","突然这么多人听就说多一次哈只是在Beat的原曲《RapBeat2》-GucciLouis里面的评论写进歌里然后如果这首歌也有那么多评论的话还会挑一些评论写下一首歌的微博@INKG5","2017-2019"
"6852","初次见面我们还不是很熟你先喊我老婆吧.","2017-2019"
"6853","早上出门看到你wifi在线，大概是在宿舍吧。一会变成4G了，应该是到教室了吧，中午又变成wifi了，怎么比平时晚了，下午大概和朋友出去玩了吧？4G到晚上12点了，12点又wifi在线了，终于舒了一口气，你回去了，那我睡了。可笑我自己连和你说句晚安的勇气都没有。很怂但我爱你","2017-2019"
"6854","一个男人在酒桌上喝酒正高兴的时候，妻子突然来电话说：5分钟必须到家。男人起身离开，朋友们都说：这么听媳妇的话啊。男人说了一句话，所有人都沉默了：我享受了她的青春、就要接受她的任性。。。这句话有多少人懂！","早期"
"6855","也许你现在仍然是一个人下班，一个人乘地铁，一个人上楼，一个人吃饭，一个人睡觉，一个人发呆。然而你却能一个人下班，一个人乘地铁，一个人上楼，一个人吃饭，一个人睡觉，一个人发呆。很多人离开另外一个人，就没有自己。而你却一个人，度过了所有。你的孤独，虽败犹荣。","早期"
"6856","她发音的气息蛮吸引人的","早期"
"6857","到了某个年纪，你才会体会到一个人有多难熬。[狗]","早期"
"6858","一个朋友二十七了，还没谈过女朋友。家里从他二十三就给他安排相亲。看着头发日渐花白的父母，最后他妥协了。我记得妥协的那个晚上，陪他喝了不知多少的酒，最后他在KTV唱了一宿这首歌。第二天回老家去看了他一个初中女同学。我不清楚他们的故事，但我知道他很爱她。犹如我爱他一样。唉，兄弟祝你幸福","2017-2019"
"6859","古人常云山上有神仙，常道世外高人都归隐山中，所以，山下的世界便是凡尘，便是人间。只羡鸳鸯不羡仙，所以来到这山下的世界，沾染人间烟火，翻山越岭，踏遍山河也要寻到你。而你比这山下一切美好的事物都要美好。无论你身在何处，请不要害怕孤身一人，我会来陪你。","2017-2019"
"6860","我有整个宇宙想讲给你听，张嘴却吐不出半粒星尘。","2017-2019"
"6861","最初写这首歌是在去年七月的一个晚上，广州的夏季炎炎而闷热，当写下AB段后，因着一些情绪的闯入，断了。原本以为这首歌不会面世，因缘际遇，在年底，今年年初的时候，于澳门关闸驶向凼仔岛的赌场大巴车上，写下了副歌与桥段。忘不了当时我郁郁地望着窗外灰黄色的大海与渐行渐远的运沙船，","2017-2019"
"6862","心突然就开阔了。每个人都是一座孤岛，我们相互靠近或远离，我们相互摩擦或融洽。突然想起这首未完成的作品，于是在手机备忘录上敲下了歌词，语音备忘录里记下了旋律，而后想再将词修改，却也觉得无从下手了，因为当时写下的是我积压在内心深处许久的感情，也是最真实的想法了。","2017-2019"
"6863","这许是三部曲里最美好的梦。","2017-2019"
"6864","很多时候，我们总在搞笑，想通过搞笑去换来在你面前的存在感。像小丑一样给别人的带来了欢乐的背后，却是自己独自承受的孤独。我不畏惧孤独，我只怕有一天我用尽全身解数也不能把你逗笑…感情里的怪咖手里也没筹码…感情里的怪咖再难过也笑着说吧…","2017-2019"
"6865","我一直觉得…这首歌是极具舞台表现力的听着歌，就能对上无限里薛和杨迪的很多细节…也一直觉得，怪咖不止爱情，至少不仅爱情…Joker是舞台上最疯狂快乐的人，因为脸上画着厚厚的油彩，但同时他也可能是灯光阴影处最孤独悲伤的存在…因为过分疯狂，所以极致悲伤","2017-2019"
"6866","退步以后是取悦取悦也需要个称谓失去喜怒的怪咖们有序离场吧","2017-2019"
"6867","在你面前，我像是个怪咖可没人知道夜深人静时我卸下面具后哭泣的样子","2017-2019"
"6868","不取悦你了，那些曾经我们以为的，你终究没来过…","2017-2019"
"6869","你看过《月亮与六便士》吗？里面有一句台词是：“我用尽全力，过着平凡的一生。”我当时觉得那是一句悲伤的台词。但只需要加上一个限定词，就可以让它堂而皇之的满足我关于美好人生的所有幻想的，那就是——“和你。”","2017-2019"
"6870","春天应该暗恋一个人。夏天就和他私奔。秋天应该想念一个人。冬天就把他埋葬。","2017-2019"
"6871","“不知道编曲往里面加了多少他自己的情感坐在录音师和他身后躺在沙发上眼泪停不下来第一次这样一首歌是我和他两个人情感叠加不是我一个人的而当它终有一天被听到的时候听者的情感又再次叠加变成了三个人的”——曾轶可","2017-2019"
"6872","只要你愿意跟我走只要你愿意不回头只要你愿意在一片怀疑声中牵起我的手只要你在我因等待而疲倦的时候朝我点点头简单的话语，依旧打动人心是她的故事也是我们的故事[爱心]","2017-2019"
"6873","这首真的很曾轶可签了摩登天空之后最喜欢的歌??","2017-2019"
"6874","18岁，觉的爱一个人就是时时刻刻和他在一起。19岁，上大学，各奔东西，有一分就爱一分。转眼20岁，爱一个人懂得要为对方考虑，宽容，理解。话说21，知道爱一个人也会寂寞，会孤单，要给两个人各自的时间。22岁，烟头从8楼落下，等待爱情。","早期"
"6875","我觉得邓紫棋是因为红才闹出那么多的绯闻，不是因为那么多的绯闻才红的","早期"
"6876","我不吸烟不喝酒，不泡酒吧夜店，没有不良嗜好。他们只能说我耍大牌，因为这是不需要图片为证大家都会相信的事。——邓紫棋","早期"
"6877","周杰伦唱歌忘词，就和粉丝说话。林俊杰唱歌忘词，就把话筒给粉丝。只有邓紫棋，唱歌忘词，现场编词邓内心独白：老娘文采就是好，老娘就是这么屌你不服","早期"
"6878","如果阳光永远都炽热如果彩虹不会掉颜色，你能不能不离开呢。","早期"
"6879","就算你温顺的像只猫他都嫌你掉毛","2017-2019"
"6880","她是闲不住的人，有的时候，也会懒得不想动；她占有欲很强；她喜欢对在乎的人口是心非；她很难掩饰自己的情绪；她可爱的一面下是平静，愤怒的一面下是脆弱；虽然现在我们分手了，可我每天都能听到她的心在跟我对话；我知道，她在想我；她也知道，我很想她；骆扬，我等你，我爱你，做我的猫。","2017-2019"
"6881","好做你的猫陪你过冬天","2017-2019"
"6882","今年杭州的冬天很冷我也想把你抱在怀里揉揉你的发捏捏你的脸想你像猫一样往我怀里钻听听我的心跳","2017-2019"
"6883","其实我也不听满舒克也不看足球的其实找你带我王者的前一分钟我才下好游戏其实那些有球赛的晚上我都恰好修仙也不是恰好你又凶又坏还死直男泡你真的是一件比让我背下来所有球队名字还困难的事情可是田昌易先生，我喜欢你，认真且怂又藏不住的那种不然做我的猫吧我拿手绝活是顺毛","2017-2019"
"6884","谢谢你能来听我的歌[拜]","2017-2019"
"6885","我要是再漂亮一点悄悄看你时目光就不会闪躲了。","2017-2019"
"6886","嗨。厦门公交车780。我旁边哭着这个女孩，我虽然不知道是为什么。我希望你明天能有个好的心情。没有随身带纸的习惯。抱歉。唯一能做的就是跟你交换位置。让你坐在窗边应该会少些人看见吧。","2017-2019"
"6887","愿屏幕前的小仙女贪吃不胖，懒惰不丑，相爱无伤[爱心]","2017-2019"
"6888","微博上看过这么一段话“最惨的，并不是莫名其妙的被人给领上了一条迷路，而是当你背上孤独拿上剑，决定要马不停蹄，一意孤行的时候，突然冒出一个人，把你抱紧，说，少年，我想和你分享这漫长的一生，你一激动，把剑给扔了，把马烤了，一回头，人没了。???”","2017-2019"
"6889","从小到大，和你之间总是有种朦胧的情愫，纯情却又暧昧。18岁，你即将去南京上大一的晚上，夜色给了我们勇气，拥抱着，对上了唇。圣诞夜，收到你“我有男朋友了”，我没有回复。春节回家，把写着farewell的手链交给了你。广州今天下雨，突然想起这首歌，想起短发的你，怕雷的你。切，还真是矫情呀","早期"
"6890","她很怕大雨。有次雨下的紧，她爸爸喝了酒，在家里大发脾气，夫妻吵起架来，弄得家里气氛接近冰点。她抱着她的猫躲在自己的房间一边跟我打电话一边哭鼻子。几年过去了，我仍旧记得那晚她用近乎颤抖的声音对我说，“能不能快点把我娶走？我实在待不下去了”我没做到，她的短发也早已生成长发。","2017-2019"
"6891","把备注改回原来的名字是有多失望","2017-2019"
"6892","我不怕大雨我是长头发","早期"
"6893","“他伤害你那么久为什么你还不离开”“偶尔他也会给我敷药喂我吃糖”","早期"
"6894","你结婚的时候我一定会去的你放心我不会伤害他我只是想摸摸他的西装告诉他这是我十七八岁时候的梦啊?","2017-2019"
"6895","大家都是丧b白天笑嘻嘻晚上哭唧唧.","2017-2019"
"6896","因为一个人，念上一座城！城空了，就开始没心没肺的挥霍时间，然后就没有了然后…多年后，也时常会想起要忘记的那个人，再见面的是那种感觉，但感觉，并不食人间烟火，当再次与那感觉不期而遇时，情似，人已非！或许有一天，你会生活在她的方圆几里，就这样，偶尔打探她的消息，“听说”她的美丽…","2017-2019"
"6897","故事的开头总是这样，适逢其会，猝不及防。故事的结局总是这样，花开两朵，天各一方。","2017-2019"
"6898","下次见面，谈笑风生不动情","2017-2019"
"6899","我不管我第一感谢大家来听我的新歌","2017-2019"
"6900","这位是作词小姐姐！大家一起帮忙捞一下！","2017-2019"
"6901","如果你很迷恋一个人那你一定配不上他","2017-2019"
"6902","都说治疗失恋最好的方法是再恋，但希望大家不要因此随便找个人就开始。真的","2017-2019"
"6903","但凡死缠烂打的人，大都不是真的深爱你，那只是在跟自己赛跑。真正爱你的人，做不到死缠烂打。因为自尊不允许。我们一直深信，爱就是把最好的一切给予对方，包括尊严。多少浅浅淡淡的转身，是旁人看不懂的情深。即使遗憾，那也就遗憾吧。","2017-2019"
"6904","最尴尬的就是：人家根本不把你当回事，你还多愁善感到不行","2017-2019"
"6905","第一杯酒我敬你，感谢你出现在我的生命里曾带给我的感动和欢喜第二杯我也敬你，愿你前程似锦从此豁达有酒有肉有人疼第三杯我还敬你，再见曾经在一起的岁月和放不下的缘分干了这三杯酒我们只字不提爱情愿有人待你如初疼你入骨从此深情不被辜负敬你三杯酒愿你有诗有梦有坦途","2017-2019"
"6906","提分手的人是我删除好友的是我不再联系的是我在夜里哭的是我但我们心里都清楚是谁先放弃这段感情的可笑的我却瞒着所有人继续爱了你那么久?","2017-2019"
"6907","2018.5.13结束了八年的感情，我哭着求你，我都28了，你娶我吧，我再也没有那么多时间去适应别人了，我一定会努力变成你喜欢的样子，我们好好在一起好不好。你却沉默了，那一刻的绝望大概够我记上一辈子吧。现在我每天上班、健身，偶尔还会想你，你依然是我的动力，只是不再是我的目标了。","2017-2019"
"6908","“丧够了吗？丧够了就得努力了，他现在过的很好，你得活的比他更好”。","2017-2019"
"6909","[爱心]朱正廷[爱心]8岁学中国舞12岁芭蕾舞16岁现代舞以中国舞专业第一的优异成绩考入上海戏剧学院身为乐华舞担和队长的他以唱歌通过了乐华的面试上海戏剧学院14级中国舞专业可甜可盐的朱正廷小哥哥了解一下？？[憨笑]","2017-2019"
"6910","陈立农传奇星娱乐练习生，生日10.3，天秤座，来自中国台湾，身高183，（一米八小可爱呐）体重71，爱好唱歌，格言“人可以喝酒，但不能被酒给喝了”（那我可不可以把你喝了?）我们农农是吃可爱多长大的，不接受反驳。?","2017-2019"
"6911","?尤长靖人如其名真的很有长进?【can'tstop】里他是陷入恋爱的明朗男孩?【我怀念的】里他是唱到令人心碎的忧郁男孩?【我永远记得】里他是一句足以惊艳我们的情话男孩?【戒烟】里他是深情的成熟男孩?他是我们最完美的主唱大人?他是我们综艺感爆棚的尤甜甜?他是我们可盐可甜的小尤?","2017-2019"
"6912","朱正廷（BeiBei），1996年3月18日出生于安徽省马鞍山市，来自乐华娱乐，星座双鱼座，身高183cm，毕业于上海戏剧学院，别名人间仙子。是个除了对队内管理比较严以外，对外相对都是暖、纯善的，是一个比较照顾别人感受的人。路过的小姐姐请帮忙pick一下吧！！！！","2017-2019"
"6913","杨非同（1994.8.6），一个从山林中走出来的精灵，有着纯净如水的气质和空灵的天籁之声。他不争不抢，却知到自己的梦想是什么，知道要做好自己才能获得别人的认可。梦想总是遥不可及，所以他才一直奔跑去追逐梦想。如果说烟难戒，那么想要戒了他或许比戒烟更难。[星星]","2017-2019"
"6914","不要再说这首歌像年轮了…这首歌出的比年轮早好吗…看着评论里好多进来就说啊好像年轮，就心很累，不要在一首歌里提另一首好吗拜托了","2017-2019"
"6915","总不能因为做了个旧梦，就打电话给故人吧，总要放开","2017-2019"
"6916","那夜老夫加班准备回，已夜里1点，天下雨冻如冰。我十分疲惫，乞求雨快些停。闹情绪吵架，她几天不理我，那两天分房睡，不愿淋湿后狼狈敲她房拿衣服，那么晚了。。。万万没想到，她就这么出现在我面前，带着伞，带着汤，瞬间幸福到泪奔。紧紧抱住她久久不愿撒手。差一点，就散了。吻，领证。[憨笑]走起","2017-2019"
"6917","我爱你，好想给你打一辈子的辅助召唤师峡谷太大了你可不可以不要离我太远，人头是你的兵线是你的BUFF是你的塔也是你的所有的经济都是你的，我什么都不要只要你活着[爱心]","2017-2019"
"6918","fack，听哭了，熊猫人，周杰伦，唐嫣，谁还记得这些啊[流泪]","2017-2019"
"6919","作词：单色凌作曲：单色凌不知道还有多少人记得这位歌手[爱心]","2017-2019"
"6920","今天我妈翻我手机对我说你屏幕上的男孩怎么换了我说他去照顾别的女孩了","2017-2019"
"6921","“梦里不知身是客，一晌贪欢。”","2017-2019"
"6922","“我面前有一把折断的剑，一条充满荆棘的路，一个看不清的未来，一场回不去的梦。”“说人话。”“伞坏了，鞋磨脚，雪大，不想起床。”","2017-2019"
"6923","“在你之后，我没有拿得出手的痛苦。”???","2017-2019"
"6924","直觉这个东西还是挺准的你能察觉到的所有怠慢轻蔑你感受到的所有不再喜欢不再关心并不是因为敏感???而是切切实实的事实????","2017-2019"
"6925","和你生疏到这种地步真不容易","2017-2019"
"6926","终于我可以不用每天说晚安不用再等你的回复可以痛痛快快的关掉手机不知不觉昏昏沉沉的睡着第二天睡到自然醒不用忙着开机说早安失去比拥有踏实多了??","2017-2019"
"6928","过了某一个坎你就会发现再想遇上一个喜欢不得了的人真的太难太难了???","2017-2019"
"6929","三年前我加入了一个300人的单身群，我们相约谁结婚了就退群，今天偶然发现我TM成群主了！","2017-2019"
"6930","一首红昭愿，幸识音阙诗听","2017-2019"
"6931","其实我很想回复的，但是点进来的大家看上去都像是有故事的人，不敢轻易出言安慰，只能默默的翻评论安静如鸡……祝大家最后都能遇到对的人吧！","2017-2019"
"6932","今天，我约了暗恋很久的女生出来看电影，尴尬的发现忘记带钱。值得庆幸的是，她像往常一样，没有来赴约。","2017-2019"
"6933","你们懂的~《看透以后》作曲:小5作词:小5编曲：王柏鸿混音：Ethan出品：热力音乐演唱：王梓钰美工：睢亦音阙诗听，一个有趣的音乐社团","2017-2019"
"6934","这曲这么清新竟然不红我很心痛啊！！","早期"
"6935","第一次听这首歌是在爸爸打开的收音机里，那时我在阳光里睁开眼听到了第一句。七年过去了，大家变成自己喜欢的样子了吗[开心]","早期"
"6936","啊…我原来老喜欢这首歌了…还YY我是什么古老民族的遗孤，拥有被封印的神秘力量，背负了拯救世界的使命，要去云南某个隐秘的蝴蝶泉村找到命中注定的姑娘，以她为灵媒解放封印才能打败boss，最后boss挂了，妹子也挂了，然后我自爆救了妹子，然后妹子的真爱让我活了下来但是失忆了，全剧终2333","早期"
"6937","第二段结束后的间奏，编曲真是绝了！赞叹！","早期"
"6938","时间飞快，初中喜欢听的一首歌曲，现在都大学毕业这么久了。老了","早期"
"6939","听说喜欢这首歌的人心里都有一个暗恋的人","早期"
"6940","人要是矫情起来听什么都像在唱自己。","早期"
"6941","贴吧太脏，豆瓣太装，网云太暖。","早期"
"6942","我可以，陪你去砍猩猩","早期"
"6943","老婆，我当年就是唱这首歌给你表白的哦，嘿嘿，我可是厚着脸皮当着你全班的面唱的啊。哥们儿我当时感觉心都要停止了，我记得因为紧张唱错了调，我忘不了你当时看我的表情也忘不了当时你们班的男生看我的表情，[憨笑][可爱]谁叫他们没勇气呢，哈哈，在一起六年了，我想我会爱你一万年！[爱心][爱心]","早期"
"6944","有时候如果和很重要的人发消息他一直没有回我我就删了那个对话框总感觉看到那个对话框就好像看见了自己的卑微和讨好","2017-2019"
"6945","被人告白觉得都是玩笑，被人喜爱觉得爱不持久，跟刚认识的朋友多说几句话怕别人嫌我烦，跟喜欢的人面前觉得自己不好看，基本上我除了打牌时喜欢乱叫地主以外，都活得克制严谨小心翼翼，敏感多心，也该孤独。","2017-2019"
"6946","断不断都在一念之间，说与不说都只剩疏远","2017-2019"
"6947","2018.2.1虽然从未得到，但我真的失去了他，他跟前女友复合了。你跟她有9年的回忆，我赢不过。抱歉，再见。","2017-2019"
"6948","你在很长的时间里都忽略我然后又突然跟我说话关心我就像什么都没有发生过一样而我还欣喜若狂????","2017-2019"
"6949","她曾经说她喜欢胡夏。我在KTV用两个小时学会这首歌。五一的时候，她发消息说，她在珠海。我说我去看你。她说，别了，我和男朋友去澳门玩。","早期"
"6950","有个姑娘超级喜欢胡夏~~不过她肯定不知道，我也超级喜欢她。","早期"
"6951","想起五年前的那个夏天，在你的笔记本上这下了《爱夏》的歌词，那时我们都把各自的初恋交给了对方，如今我们结了婚快一年了，有个漂亮的小公主，我会好好爱你们的[可爱]","早期"
"6952","愿余生有人鲜衣怒马陪你看烈焰繁花","早期"
"6953","喜欢上胡夏是12年的时候因为这首歌觉得这首比那些年好听多了","早期"
"6954","南宁无前任！有也不承认！","2017-2019"
"6955","不知道能听懂我的词不","2017-2019"
"6956","全网无前任有也不承认?","2017-2019"
"6957","你们不要再传歌词了因为传歌词我已经被下线了四首歌了","2017-2019"
"6958","[撇嘴]情歌谁比我唱的动听","2017-2019"
"6959","七年前，一个少年给我唱了这首歌。后来我们结婚了。可是，去年他出轨了，小三90后。也许她不知道仙剑也没听过这首歌，也许他也早忘了那晚我听他唱歌的样子。今天偶然听到，眼泪止不住的流下来。时光不能倒流，可记忆却难以抹去。","早期"
"6960","当年初中那会儿迷上了仙剑，为了找虐，把仙剑看了八遍[大哭]……那会儿还不懂电脑也不知数字音乐为何物，攒钱买下磁带日日夜夜的听，为了能弹奏出来，还拿出了小玩具琴试音写谱……这些疯狂的小举动也只有仙剑值得曾经年幼的我这么做![流泪]","早期"
"6961","怎么评价胡歌呢？大概就是如果一个女生说她喜欢鹿晗喜欢tf男孩我也不会反驳啥的只会觉得很正常人之常情可是她要跟我讲她喜欢胡歌好像顺带着她人都可爱起来了呢","2017-2019"
